id,booking_id,room_id,check_in_expected,check_out_expected,check_in_actual,check_out_actual,price_per_night
5135,5135,5,2018-06-26,2018-06-27,2018-06-26,2018-06-27,101.0
5136,5136,6,2018-07-13,2018-07-17,2018-07-13,2018-07-17,89.25
5137,5137,7,2017-11-10,2017-11-14,2017-11-10,2017-11-14,90.95
5138,5138,8,2018-09-09,2018-09-12,,,106.2
5139,5139,9,2017-12-30,2018-01-04,2017-12-30,2018-01-04,67.0
5140,5140,10,2018-09-19,2018-09-22,2018-09-19,2018-09-22,144.0
5141,5141,11,2018-07-09,2018-07-10,,,100.7
5142,5142,2,2018-11-27,2018-12-04,,,74.8
5143,5143,3,2018-04-16,2018-04-18,2018-04-16,2018-04-18,104.0
5144,5144,4,2018-12-11,2018-12-12,2018-12-11,2018-12-12,80.0
5145,5145,5,2018-05-20,2018-05-22,,,100.0
5146,5146,16,2018-03-25,2018-03-28,2018-03-25,2018-03-28,102.58
5147,5147,7,2017-11-26,2017-11-29,,,72.25
5148,5148,8,2018-12-11,2018-12-14,2018-12-11,2018-12-14,67.0
5149,5149,9,2018-06-07,2018-06-10,,,130.0
5150,5150,10,2017-10-04,2017-10-06,,,35.2
5151,5151,1,2018-09-30,2018-10-03,2018-09-30,2018-10-03,75.0
5152,5152,2,2018-10-17,2018-10-20,,,119.0
5153,5153,33,2018-06-11,2018-06-15,2018-06-11,2018-06-15,131.0
5154,5154,4,2018-03-22,2018-03-25,,,129.0
5155,5155,5,2018-06-03,2018-06-06,2018-06-03,2018-06-06,134.33
5156,5156,6,2018-06-15,2018-06-17,,,112.2
5157,5157,37,2018-06-30,2018-07-03,2018-06-30,2018-07-03,97.0
5158,5158,8,2018-11-03,2018-11-06,,,89.0
5159,5159,9,2018-10-03,2018-10-06,2018-10-03,2018-10-06,117.04
5160,5160,10,2018-06-13,2018-06-16,2018-06-13,2018-06-16,109.0
5161,5161,1,2017-12-08,2017-12-10,2017-12-08,2017-12-10,65.0
5162,5162,2,2017-08-10,2017-08-13,2017-08-10,2017-08-13,76.5
5163,5163,3,2018-05-23,2018-05-26,2018-05-23,2018-05-26,119.0
5164,5164,64,2018-10-22,2018-10-24,2018-10-22,2018-10-24,300.0
5165,5165,35,2018-03-24,2018-03-26,,,144.9
5166,5166,36,2018-11-07,2018-11-09,2018-11-07,2018-11-09,215.0
5167,5167,37,2018-12-01,2018-12-04,2018-12-01,2018-12-04,156.33
5168,5168,8,2018-06-25,2018-06-28,2018-06-25,2018-06-28,80.75
5169,5169,9,2018-07-10,2018-07-13,,,111.3
5170,5170,10,2017-12-29,2018-01-01,2017-12-29,2018-01-01,59.5
5171,5171,1,2018-10-26,2018-10-30,2018-10-26,2018-10-30,109.1
5172,5172,52,2018-12-02,2018-12-04,2018-12-02,2018-12-04,156.6
5173,5173,3,2018-12-31,2019-01-07,2018-12-31,2019-01-07,103.57
5174,5174,54,2018-12-31,2019-01-02,2018-12-31,2019-01-02,208.0
5175,5175,5,2017-09-20,2017-09-22,2017-09-20,2017-09-22,100.0
5176,5176,6,2018-05-12,2018-05-16,,,109.65
5177,5177,37,2018-08-07,2018-08-10,2018-08-07,2018-08-10,150.3
5178,5178,8,2017-11-07,2017-11-14,2017-11-07,2017-11-14,41.43
5179,5179,9,2018-06-12,2018-06-18,,,120.0
5180,5180,20,2018-08-30,2018-09-01,2018-08-30,2018-09-01,93.7
5181,5181,1,2017-11-06,2017-11-10,2017-11-06,2017-11-10,43.5
5182,5182,2,2018-11-23,2018-11-26,,,78.3
5183,5183,3,2018-04-13,2018-04-17,2018-04-13,2018-04-17,90.95
5184,5184,4,2018-05-04,2018-05-07,2018-05-04,2018-05-07,110.1
5185,5185,35,2018-10-30,2018-10-31,2018-10-30,2018-10-31,110.0
5186,5186,6,2018-10-09,2018-10-10,2018-10-09,2018-10-10,65.0
5187,5187,7,2017-10-02,2017-10-04,2017-10-02,2017-10-04,100.0
5188,5188,8,2017-12-17,2017-12-20,2017-12-17,2017-12-20,58.0
5189,5189,9,2018-10-10,2018-10-13,2018-10-10,2018-10-13,159.0
5190,5190,10,2018-04-29,2018-04-30,2018-04-29,2018-04-30,57.5
5191,5191,1,2018-08-15,2018-08-18,2018-08-15,2018-08-18,203.85
5192,5192,2,2018-07-20,2018-07-21,2018-07-20,2018-07-21,93.0
5193,5193,3,2018-06-06,2018-06-09,,,120.0
5194,5194,44,2018-10-11,2018-10-12,,,250.0
5195,5195,5,2018-08-10,2018-08-12,2018-08-10,2018-08-12,135.9
5196,5196,6,2018-06-27,2018-06-29,2018-06-27,2018-06-29,80.75
5197,5197,7,2018-06-17,2018-06-20,,,72.0
5198,5198,8,2018-11-27,2018-12-01,2018-11-27,2018-12-01,65.0
5199,5199,39,2018-01-26,2018-01-28,2018-01-26,2018-01-28,78.6
5200,5200,10,2017-12-27,2018-01-01,2017-12-27,2018-01-01,103.14
5201,5201,1,2018-02-20,2018-02-24,2018-02-20,2018-02-24,60.0
5202,5202,2,2018-09-29,2018-09-30,2018-09-29,2018-09-30,99.33
5203,5203,3,2018-05-30,2018-06-02,2018-05-30,2018-06-02,126.9
5204,5204,4,2018-11-15,2018-11-19,,,106.25
5205,5205,5,2018-08-31,2018-09-04,2018-08-31,2018-09-04,110.0
5206,5206,6,2018-09-11,2018-09-13,2018-09-11,2018-09-13,155.0
5207,5207,7,2018-11-22,2018-11-25,,,82.13
5208,5208,8,2018-08-02,2018-08-03,2018-08-02,2018-08-03,87.2
5209,5209,9,2018-02-25,2018-02-26,,,66.0
5210,5210,10,2017-10-02,2017-10-04,2017-10-02,2017-10-04,100.0
5211,5211,31,2018-07-18,2018-07-21,,,112.8
5212,5212,2,2018-04-29,2018-04-30,,,65.0
5213,5213,53,2018-09-20,2018-09-23,,,212.1
5214,5214,4,2018-09-08,2018-09-09,,,143.1
5215,5215,5,2018-02-16,2018-02-18,2018-02-16,2018-02-18,67.0
5216,5216,36,2018-05-20,2018-05-23,2018-05-20,2018-05-23,90.95
5217,5217,7,2018-03-09,2018-03-14,2018-03-09,2018-03-14,73.95
5218,5218,8,2018-10-12,2018-10-15,,,110.0
5219,5219,39,2018-09-04,2018-09-06,,,130.15
5220,5220,10,2018-11-03,2018-11-04,,,112.0
5221,5221,1,2018-10-14,2018-10-15,2018-10-14,2018-10-15,120.0
5222,5222,2,2017-11-30,2017-12-10,2017-11-30,2017-12-10,69.0
5223,5223,33,2018-10-05,2018-10-09,,,157.5
5224,5224,34,2018-11-15,2018-11-19,,,99.48
5225,5225,5,2017-10-16,2017-10-18,2017-10-16,2017-10-18,109.0
5226,5226,36,2017-10-02,2017-10-05,2017-10-02,2017-10-05,186.67
5227,5227,7,2017-09-25,2017-09-30,,,19.15
5228,5228,8,2017-10-01,2017-10-05,2017-10-01,2017-10-05,103.05
5229,5229,39,2017-11-12,2017-11-16,2017-11-12,2017-11-16,81.9
5230,5230,40,2018-08-06,2018-08-07,2018-08-06,2018-08-07,168.3
5231,5231,1,2018-09-21,2018-09-25,,,117.0
5232,5232,2,2018-09-12,2018-09-13,2018-09-12,2018-09-13,85.0
5233,5233,3,2017-07-31,2017-08-05,2017-07-31,2017-08-05,68.0
5234,5234,4,2018-10-13,2018-10-16,2018-10-13,2018-10-16,95.0
5235,5235,5,2018-04-16,2018-04-20,2018-04-16,2018-04-20,85.0
5236,5236,6,2018-08-23,2018-08-30,2018-08-23,2018-08-30,96.9
5237,5237,7,2018-06-15,2018-06-17,,,130.0
5238,5238,8,2018-05-08,2018-05-11,,,111.0
5239,5239,9,2018-09-22,2018-09-25,2018-09-22,2018-09-25,129.6
5240,5240,10,2018-08-13,2018-08-15,,,114.3
5241,5241,1,2018-06-02,2018-06-03,,,121.0
5242,5242,32,2018-02-26,2018-02-28,2018-02-26,2018-02-28,0.0
5243,5243,3,2018-04-27,2018-04-28,2018-04-27,2018-04-28,119.0
5244,5244,34,2018-03-14,2018-03-18,2018-03-14,2018-03-18,108.2
5245,5245,5,2017-09-18,2017-09-20,2017-09-18,2017-09-20,109.0
5246,5246,36,2018-07-18,2018-07-20,2018-07-18,2018-07-20,168.3
5247,5247,37,2018-10-26,2018-10-28,2018-10-26,2018-10-28,104.4
5248,5248,8,2018-02-24,2018-02-25,2018-02-24,2018-02-25,85.0
5249,5249,39,2018-04-06,2018-04-08,2018-04-06,2018-04-08,105.3
5250,5250,10,2018-11-21,2018-11-25,,,117.3
5251,5251,1,2017-09-21,2017-09-22,2017-09-21,2017-09-22,133.0
5252,5252,2,2017-07-11,2017-07-14,2017-07-11,2017-07-14,94.5
5253,5253,3,2018-07-21,2018-07-22,2018-07-21,2018-07-22,80.0
5254,5254,4,2018-10-05,2018-10-07,2018-10-05,2018-10-07,113.4
5255,5255,5,2018-10-22,2018-10-26,,,80.75
5256,5256,36,2018-01-03,2018-01-04,2018-01-03,2018-01-04,97.0
5257,5257,57,2017-08-24,2017-08-26,2017-08-24,2017-08-26,156.0
5258,5258,8,2018-08-10,2018-08-13,2018-08-10,2018-08-13,130.9
5259,5259,9,2018-10-08,2018-10-12,2018-10-08,2018-10-12,118.0
5260,5260,10,2018-08-18,2018-08-21,,,108.3
5261,5261,1,2018-03-18,2018-03-19,2018-03-18,2018-03-19,109.0
5262,5262,2,2018-04-13,2018-04-14,2018-04-13,2018-04-14,129.0
5263,5263,3,2018-07-20,2018-07-21,2018-07-20,2018-07-21,105.0
5264,5264,4,2018-09-26,2018-09-28,,,140.2
5265,5265,5,2017-09-02,2017-09-06,2017-09-02,2017-09-06,114.5
5266,5266,56,2018-09-02,2018-09-05,2018-09-02,2018-09-05,233.1
5267,5267,37,2018-09-12,2018-09-17,2018-09-12,2018-09-17,168.3
5268,5268,8,2017-10-22,2017-10-23,2017-10-22,2017-10-23,94.5
5269,5269,59,2017-09-24,2017-09-28,,,231.0
5270,5270,10,2017-09-19,2017-09-25,,,119.87
5271,5271,1,2018-12-31,2019-01-03,2018-12-31,2019-01-03,141.67
5272,5272,2,2018-09-02,2018-09-04,2018-09-02,2018-09-04,124.0
5273,5273,3,2018-05-13,2018-05-16,2018-05-13,2018-05-16,121.5
5274,5274,14,2018-09-04,2018-09-08,,,112.01
5275,5275,5,2018-10-18,2018-10-21,2018-10-18,2018-10-21,108.0
5276,5276,36,2018-09-08,2018-09-12,,,149.4
5277,5277,7,2018-09-26,2018-09-30,,,95.0
5278,5278,8,2017-10-16,2017-10-18,2017-10-16,2017-10-18,109.0
5279,5279,9,2017-09-17,2017-09-20,2017-09-17,2017-09-20,70.0
5280,5280,40,2018-11-06,2018-11-10,2018-11-06,2018-11-10,117.28
5281,5281,1,2017-08-31,2017-09-05,2017-08-31,2017-09-05,109.0
5282,5282,2,2018-08-31,2018-09-03,,,92.4
5283,5283,3,2018-09-23,2018-09-24,2018-09-23,2018-09-24,135.9
5284,5284,4,2018-09-24,2018-09-26,,,135.9
5285,5285,5,2018-10-25,2018-10-26,2018-10-25,2018-10-26,0.0
5286,5286,6,2017-07-17,2017-07-19,,,109.0
5287,5287,7,2017-08-26,2017-08-28,2017-08-26,2017-08-28,90.0
5288,5288,8,2018-09-30,2018-10-03,,,160.0
5289,5289,9,2018-08-31,2018-09-02,2018-08-31,2018-09-02,108.0
5290,5290,10,2018-09-09,2018-09-11,,,132.05
5291,5291,1,2018-03-15,2018-03-16,,,67.5
5292,5292,2,2018-09-15,2018-09-17,,,120.0
5293,5293,3,2018-10-13,2018-10-14,,,108.0
5294,5294,34,2017-11-19,2017-11-22,2017-11-19,2017-11-22,60.0
5295,5295,35,2018-05-21,2018-05-22,2018-05-21,2018-05-22,177.0
5296,5296,16,2018-02-25,2018-02-28,2018-02-25,2018-02-28,71.0
5297,5297,7,2018-10-03,2018-10-06,2018-10-03,2018-10-06,135.0
5298,5298,18,2018-09-29,2018-10-06,2018-09-29,2018-10-06,114.36
5299,5299,9,2018-07-06,2018-07-11,2018-07-06,2018-07-11,107.95
5300,5300,10,2017-09-10,2017-09-14,2017-09-10,2017-09-14,108.08
5301,5301,1,2017-08-22,2017-08-23,2017-08-22,2017-08-23,81.0
5302,5302,32,2018-09-10,2018-09-13,2018-09-10,2018-09-13,149.4
5303,5303,33,2018-07-08,2018-07-09,,,150.3
5304,5304,14,2018-01-06,2018-01-08,2018-01-06,2018-01-08,6.0
5305,5305,5,2018-06-04,2018-06-06,,,62.8
5306,5306,6,2018-07-10,2018-07-12,2018-07-10,2018-07-12,114.3
5307,5307,7,2018-09-29,2018-10-05,,,100.3
5308,5308,8,2018-06-24,2018-06-26,2018-06-24,2018-06-26,95.0
5309,5309,39,2018-04-18,2018-04-22,,,110.08
5310,5310,10,2018-04-21,2018-04-23,,,94.5
5311,5311,1,2018-05-06,2018-05-11,,,100.3
5312,5312,2,2018-11-04,2018-11-07,,,89.0
5313,5313,3,2018-11-13,2018-11-19,,,88.4
5314,5314,4,2018-02-19,2018-02-20,2018-02-19,2018-02-20,81.0
5315,5315,35,2018-09-16,2018-09-17,,,149.4
5316,5316,6,2018-06-09,2018-06-10,,,126.9
5317,5317,7,2018-10-14,2018-10-17,,,90.0
5318,5318,8,2018-06-21,2018-06-22,2018-06-21,2018-06-22,89.1
5319,5319,9,2017-09-29,2017-09-30,2017-09-29,2017-09-30,85.0
5320,5320,10,2018-06-04,2018-06-06,,,62.8
5321,5321,1,2018-06-26,2018-06-28,2018-06-26,2018-06-28,113.0
5322,5322,32,2018-03-05,2018-03-19,,,51.0
5323,5323,33,2018-09-27,2018-09-29,,,149.4
5324,5324,4,2018-11-02,2018-11-03,2018-11-02,2018-11-03,88.0
5325,5325,5,2018-02-16,2018-02-17,2018-02-16,2018-02-17,73.0
5326,5326,6,2018-08-14,2018-08-21,2018-08-14,2018-08-21,105.52
5327,5327,37,2018-06-10,2018-06-11,2018-06-10,2018-06-11,136.0
5328,5328,8,2018-12-04,2018-12-07,2018-12-04,2018-12-07,93.6
5329,5329,9,2018-03-31,2018-04-06,,,135.0
5330,5330,40,2018-03-12,2018-03-19,2018-03-12,2018-03-19,127.79
5331,5331,31,2018-05-20,2018-05-23,,,139.6
5332,5332,32,2018-03-01,2018-03-03,2018-03-01,2018-03-03,142.0
5333,5333,3,2018-02-24,2018-02-25,2018-02-24,2018-02-25,85.0
5334,5334,4,2018-04-07,2018-04-08,2018-04-07,2018-04-08,95.0
5335,5335,55,2018-04-06,2018-04-10,2018-04-06,2018-04-10,198.5
5336,5336,6,2018-09-08,2018-09-12,,,119.85
5337,5337,7,2018-12-16,2018-12-19,2018-12-16,2018-12-19,88.0
5338,5338,8,2018-03-29,2018-04-03,2018-03-29,2018-04-03,75.0
5339,5339,9,2018-07-30,2018-08-04,,,101.25
5340,5340,10,2018-10-02,2018-10-05,2018-10-02,2018-10-05,85.0
5341,5341,1,2018-02-23,2018-02-24,2018-02-23,2018-02-24,66.0
5342,5342,2,2018-12-04,2018-12-06,,,109.8
5343,5343,3,2018-08-30,2018-08-31,2018-08-30,2018-08-31,67.0
5344,5344,4,2018-05-25,2018-05-26,2018-05-25,2018-05-26,111.0
5345,5345,5,2018-06-03,2018-06-05,,,100.0
5346,5346,6,2017-12-10,2017-12-12,2017-12-10,2017-12-12,0.0
5347,5347,7,2018-08-16,2018-08-20,,,90.95
5348,5348,8,2018-06-03,2018-06-07,2018-06-03,2018-06-07,77.23
5349,5349,9,2018-01-14,2018-01-17,2018-01-14,2018-01-17,52.0
5350,5350,10,2018-10-30,2018-11-01,,,90.9
5351,5351,31,2018-08-08,2018-08-11,,,140.4
5352,5352,2,2017-12-06,2017-12-08,2017-12-06,2017-12-08,101.0
5353,5353,53,2018-08-20,2018-08-22,2018-08-20,2018-08-22,216.9
5354,5354,4,2018-09-18,2018-09-20,,,130.5
5355,5355,5,2018-06-27,2018-06-29,2018-06-27,2018-06-29,105.3
5356,5356,6,2018-04-08,2018-04-13,2018-04-08,2018-04-13,78.0
5357,5357,67,2018-05-21,2018-05-23,2018-05-21,2018-05-23,261.0
5358,5358,8,2018-09-09,2018-09-10,2018-09-09,2018-09-10,80.75
5359,5359,9,2018-06-28,2018-07-06,,,126.86
5360,5360,40,2018-07-23,2018-07-25,2018-07-23,2018-07-25,137.7
5361,5361,1,2017-08-14,2017-08-16,2017-08-14,2017-08-16,109.0
5362,5362,2,2018-05-05,2018-05-08,,,100.0
5363,5363,33,2018-03-06,2018-03-07,2018-03-06,2018-03-07,91.48
5364,5364,34,2018-08-28,2018-08-31,2018-08-28,2018-08-31,150.17
5365,5365,35,2018-08-17,2018-08-19,2018-08-17,2018-08-19,165.0
5366,5366,36,2018-11-14,2018-11-18,2018-11-14,2018-11-18,100.63
5367,5367,37,2018-08-22,2018-08-23,,,150.3
5368,5368,8,2018-02-18,2018-02-23,,,75.56
5369,5369,9,2018-06-24,2018-06-26,,,109.0
5370,5370,10,2018-09-12,2018-09-15,2018-09-12,2018-09-15,67.0
5371,5371,31,2018-09-27,2018-09-29,2018-09-27,2018-09-29,115.04
5372,5372,2,2017-07-11,2017-07-14,,,76.5
5373,5373,3,2018-10-20,2018-10-23,2018-10-20,2018-10-23,118.8
5374,5374,4,2018-09-26,2018-09-27,2018-09-26,2018-09-27,104.0
5375,5375,5,2018-02-21,2018-02-22,2018-02-21,2018-02-22,80.0
5376,5376,36,2017-10-09,2017-10-11,2017-10-09,2017-10-11,136.0
5377,5377,37,2018-08-04,2018-08-06,,,105.3
5378,5378,8,2017-09-14,2017-09-17,2017-09-14,2017-09-17,90.0
5379,5379,9,2017-09-24,2017-09-27,2017-09-24,2017-09-27,121.2
5380,5380,10,2017-08-01,2017-08-04,,,85.5
5381,5381,51,2018-06-20,2018-06-22,,,162.35
5382,5382,2,2018-06-10,2018-06-12,2018-06-10,2018-06-12,130.0
5383,5383,3,2018-10-23,2018-10-25,,,115.0
5384,5384,34,2018-05-19,2018-05-20,2018-05-19,2018-05-20,110.0
5385,5385,5,2018-04-26,2018-04-29,2018-04-26,2018-04-29,73.0
5386,5386,6,2018-09-03,2018-09-04,,,108.9
5387,5387,7,2018-07-08,2018-07-16,2018-07-08,2018-07-16,72.25
5388,5388,38,2018-07-25,2018-08-01,2018-07-25,2018-08-01,99.45
5389,5389,39,2018-01-29,2018-02-01,2018-01-29,2018-02-01,82.45
5390,5390,10,2018-11-16,2018-11-20,2018-11-16,2018-11-20,65.45
5391,5391,1,2017-08-29,2017-09-04,,,87.5
5392,5392,2,2018-10-13,2018-10-14,2018-10-13,2018-10-14,67.0
5393,5393,3,2018-11-01,2018-11-02,2018-11-01,2018-11-02,75.0
5394,5394,4,2018-07-13,2018-07-17,2018-07-13,2018-07-17,79.56
5395,5395,5,2018-04-27,2018-04-30,2018-04-27,2018-04-30,140.0
5396,5396,36,2018-06-18,2018-06-20,,,96.3
5397,5397,7,2018-08-13,2018-08-14,2018-08-13,2018-08-14,168.0
5398,5398,8,2018-11-04,2018-11-07,,,89.0
5399,5399,9,2018-10-14,2018-10-17,,,119.0
5400,5400,10,2017-10-06,2017-10-09,2017-10-06,2017-10-09,94.5
5401,5401,1,2017-07-17,2017-07-19,,,109.0
5402,5402,2,2018-12-03,2018-12-06,2018-12-03,2018-12-06,71.64
5403,5403,3,2017-11-14,2017-11-15,2017-11-14,2017-11-15,79.0
5404,5404,34,2018-03-24,2018-03-28,2018-03-24,2018-03-28,99.45
5405,5405,35,2018-03-31,2018-04-01,2018-03-31,2018-04-01,104.4
5406,5406,36,2018-09-28,2018-10-03,,,133.2
5407,5407,7,2018-10-13,2018-10-16,2018-10-13,2018-10-16,95.0
5408,5408,8,2018-11-01,2018-11-04,,,110.0
5409,5409,9,2018-01-17,2018-01-23,2018-01-17,2018-01-23,90.33
5410,5410,10,2018-11-13,2018-11-17,2018-11-13,2018-11-17,97.0
5411,5411,31,2018-12-26,2018-12-29,2018-12-26,2018-12-29,102.6
5412,5412,2,2018-10-11,2018-10-12,2018-10-11,2018-10-12,127.8
5413,5413,33,2018-04-14,2018-04-21,,,110.99
5414,5414,34,2017-09-20,2017-09-25,2017-09-20,2017-09-25,75.0
5415,5415,5,2018-09-19,2018-09-21,,,112.59
5416,5416,36,2018-12-02,2018-12-06,2018-12-02,2018-12-06,130.9
5417,5417,7,2018-06-09,2018-06-12,2018-06-09,2018-06-12,116.1
5418,5418,8,2018-02-17,2018-02-20,2018-02-17,2018-02-20,75.0
5419,5419,9,2018-06-10,2018-06-11,2018-06-10,2018-06-11,120.0
5420,5420,10,2018-09-11,2018-09-13,2018-09-11,2018-09-13,85.5
5421,5421,1,2017-11-13,2017-11-14,2017-11-13,2017-11-14,72.25
5422,5422,2,2018-05-04,2018-05-05,2018-05-04,2018-05-05,159.3
5423,5423,3,2018-10-20,2018-10-21,,,135.0
5424,5424,4,2018-06-09,2018-06-12,2018-06-09,2018-06-12,97.71
5425,5425,5,2018-09-15,2018-09-17,,,120.0
5426,5426,36,2018-04-06,2018-04-10,2018-04-06,2018-04-10,108.45
5427,5427,7,2018-03-17,2018-03-18,2018-03-17,2018-03-18,82.4
5428,5428,58,2017-10-22,2017-10-27,2017-10-22,2017-10-27,199.8
5429,5429,9,2018-08-04,2018-08-05,2018-08-04,2018-08-05,151.0
5430,5430,10,2018-07-09,2018-07-10,,,106.0
5431,5431,1,2018-02-15,2018-02-20,,,91.0
5432,5432,2,2018-09-04,2018-09-05,,,109.8
5433,5433,3,2018-12-02,2018-12-04,2018-12-02,2018-12-04,52.0
5434,5434,34,2018-10-25,2018-10-28,2018-10-25,2018-10-28,104.4
5435,5435,5,2018-11-11,2018-11-18,2018-11-11,2018-11-18,65.0
5436,5436,36,2018-08-21,2018-08-22,2018-08-21,2018-08-22,145.0
5437,5437,7,2018-12-09,2018-12-11,2018-12-09,2018-12-11,79.2
5438,5438,8,2018-06-26,2018-07-02,2018-06-26,2018-07-02,80.75
5439,5439,9,2018-11-18,2018-11-20,,,52.0
5440,5440,10,2018-04-08,2018-04-12,2018-04-08,2018-04-12,75.0
5441,5441,1,2018-05-29,2018-06-06,2018-05-29,2018-06-06,80.24
5442,5442,2,2018-05-21,2018-05-23,2018-05-21,2018-05-23,91.0
5443,5443,3,2018-05-12,2018-05-16,2018-05-12,2018-05-16,83.78
5444,5444,34,2018-10-21,2018-10-28,2018-10-21,2018-10-28,139.24
5445,5445,5,2017-08-20,2017-08-27,,,76.5
5446,5446,66,2018-09-28,2018-10-03,,,279.2
5447,5447,37,2018-07-03,2018-07-07,2018-07-03,2018-07-07,187.0
5448,5448,8,2018-06-11,2018-06-15,2018-06-11,2018-06-15,80.24
5449,5449,9,2018-05-14,2018-05-17,2018-05-14,2018-05-17,126.9
5450,5450,10,2018-04-11,2018-04-15,2018-04-11,2018-04-15,89.25
5451,5451,1,2018-11-01,2018-11-04,,,110.0
5452,5452,2,2017-12-30,2018-01-03,2017-12-30,2018-01-03,122.5
5453,5453,3,2017-12-28,2018-01-02,2017-12-28,2018-01-02,145.61
5454,5454,4,2018-01-18,2018-01-20,2018-01-18,2018-01-20,65.0
5455,5455,5,2017-11-09,2017-11-13,2017-11-09,2017-11-13,106.0
5456,5456,6,2017-07-01,2017-07-05,,,76.5
5457,5457,7,2018-03-24,2018-03-27,2018-03-24,2018-03-27,59.5
5458,5458,8,2018-10-17,2018-10-24,2018-10-17,2018-10-24,85.0
5459,5459,9,2017-12-05,2017-12-08,2017-12-05,2017-12-08,37.33
5460,5460,60,2018-03-24,2018-03-28,2018-03-24,2018-03-28,186.4
5461,5461,1,2018-05-31,2018-06-03,,,100.0
5462,5462,2,2018-11-19,2018-11-21,2018-11-19,2018-11-21,75.0
5463,5463,3,2017-12-27,2017-12-30,2017-12-27,2017-12-30,81.3
5464,5464,4,2018-03-24,2018-03-27,,,96.3
5465,5465,5,2018-07-05,2018-07-06,2018-07-05,2018-07-06,0.0
5466,5466,6,2017-09-30,2017-10-01,2017-09-30,2017-10-01,112.2
5467,5467,7,2017-10-06,2017-10-09,2017-10-06,2017-10-09,80.0
5468,5468,8,2018-09-30,2018-10-04,,,102.6
5469,5469,9,2018-05-07,2018-05-10,,,109.0
5470,5470,10,2018-06-20,2018-06-23,2018-06-20,2018-06-23,68.61
5471,5471,1,2017-08-14,2017-08-16,2017-08-14,2017-08-16,109.0
5472,5472,2,2017-11-20,2017-11-22,2017-11-20,2017-11-22,73.0
5473,5473,3,2018-05-23,2018-05-25,2018-05-23,2018-05-25,119.0
5474,5474,4,2018-05-30,2018-06-02,,,109.35
5475,5475,5,2018-03-28,2018-04-01,2018-03-28,2018-04-01,82.45
5476,5476,6,2018-09-12,2018-09-17,2018-09-12,2018-09-17,129.6
5477,5477,7,2018-03-04,2018-03-09,2018-03-04,2018-03-09,103.0
5478,5478,38,2017-11-01,2017-11-04,2017-11-01,2017-11-04,60.0
5479,5479,9,2017-11-17,2017-11-18,2017-11-17,2017-11-18,62.0
5480,5480,10,2017-11-16,2017-11-18,2017-11-16,2017-11-18,0.0
5481,5481,1,2018-11-25,2018-11-27,,,79.2
5482,5482,32,2017-10-29,2017-11-02,2017-10-29,2017-11-02,104.63
5483,5483,3,2018-12-10,2018-12-11,2018-12-10,2018-12-11,102.6
5484,5484,34,2018-05-12,2018-05-16,,,113.05
5485,5485,5,2017-11-12,2017-11-14,2017-11-12,2017-11-14,85.0
5486,5486,6,2018-10-29,2018-11-02,,,70.0
5487,5487,37,2018-08-25,2018-08-27,2018-08-25,2018-08-27,137.7
5488,5488,8,2018-03-21,2018-03-25,2018-03-21,2018-03-25,165.0
5489,5489,39,2018-06-16,2018-06-22,,,156.0
5490,5490,10,2018-07-06,2018-07-12,,,110.0
5491,5491,1,2018-02-27,2018-02-28,2018-02-27,2018-02-28,1.0
5492,5492,2,2018-08-29,2018-09-02,,,106.25
5493,5493,3,2018-05-30,2018-06-03,2018-05-30,2018-06-03,80.75
5494,5494,4,2018-08-02,2018-08-10,,,123.75
5495,5495,5,2018-03-22,2018-03-23,2018-03-22,2018-03-23,0.0
5496,5496,6,2018-04-20,2018-04-24,2018-04-20,2018-04-24,80.0
5497,5497,7,2018-08-28,2018-08-30,2018-08-28,2018-08-30,85.5
5498,5498,8,2018-03-01,2018-03-02,2018-03-01,2018-03-02,64.8
5499,5499,39,2018-08-24,2018-08-25,2018-08-24,2018-08-25,177.3
5500,5500,10,2018-05-13,2018-05-18,,,61.0
5501,5501,1,2018-08-05,2018-08-08,2018-08-05,2018-08-08,96.3
5502,5502,12,2018-09-02,2018-09-03,,,198.9
5503,5503,3,2018-03-04,2018-03-06,2018-03-04,2018-03-06,88.4
5504,5504,4,2017-09-15,2017-09-20,2017-09-15,2017-09-20,80.75
5505,5505,5,2018-01-03,2018-01-04,2018-01-03,2018-01-04,75.0
5506,5506,6,2017-09-16,2017-09-22,,,126.48
5507,5507,7,2017-12-26,2017-12-30,2017-12-26,2017-12-30,52.0
5508,5508,8,2018-07-24,2018-07-29,2018-07-24,2018-07-29,105.3
5509,5509,9,2017-08-14,2017-08-16,2017-08-14,2017-08-16,109.0
5510,5510,40,2018-12-08,2018-12-11,2018-12-08,2018-12-11,140.0
5511,5511,1,2018-02-03,2018-02-04,2018-02-03,2018-02-04,41.0
5512,5512,22,2018-10-10,2018-10-13,,,130.0
5513,5513,3,2018-05-05,2018-05-08,,,100.0
5514,5514,4,2018-01-04,2018-01-07,2018-01-04,2018-01-07,87.0
5515,5515,35,2018-05-16,2018-05-20,2018-05-16,2018-05-20,150.45
5516,5516,6,2018-07-30,2018-07-31,,,105.3
5517,5517,7,2018-08-31,2018-09-02,,,122.0
5518,5518,8,2018-05-12,2018-05-14,2018-05-12,2018-05-14,116.1
5519,5519,9,2017-11-22,2017-11-27,2017-11-22,2017-11-27,65.0
5520,5520,10,2018-02-13,2018-02-14,,,79.0
5521,5521,31,2018-09-16,2018-09-18,2018-09-16,2018-09-18,149.4
